,Q,R,S
148,-152.82922222222223,299.1707777777778,-92.82922222222223
149,58.17077777777778,594.1707777777777,-12.829222222222223
150,8.170777777777777,465.1707777777778,-59.82922222222222
151,-169.82922222222223,345.1707777777778,-112.82922222222223
152,107.17077777777777,607.1707777777777,76.17077777777777
153,-140.82922222222223,439.1707777777778,-119.82922222222223
154,-415.8292222222222,127.17077777777777,-332.8292222222222
155,-508.8292222222222,861.1707777777777,313.1707777777778
156,93.58201267828844,1052.5820126782885,-44.41798732171157
157,185.58201267828844,1154.5820126782885,97.58201267828844
158,1049.5820126782885,1963.5820126782885,1956.5820126782885
159,-2122.4179873217117,-833.4179873217116,-1882.4179873217115
160,-550.4179873217116,307.58201267828844,-1318.4179873217115
161,-328.41798732171156,1018.5820126782884,-311.41798732171156
162,-97.41798732171156,349.58201267828844,349.58201267828844
163,422.58201267828844,1409.5820126782885,-265.41798732171156
164,-7.4179873217115695,1217.5820126782885,-300.41798732171156
165,6.5820126782884305,1161.5820126782885,-150.41798732171156
166,147.58201267828844,1388.5820126782885,-312.41798732171156
167,182.58201267828844,1426.5820126782885,4.5820126782884305
168,-25.417987321711568,87.58201267828844,-118.41798732171156
169,54.58201267828843,1332.5820126782885,-113.41798732171156
170,-34.41798732171157,1256.5820126782885,-176.41798732171156
171,67.58201267828844,1308.5820126782885,-289.41798732171156
172,-290.41798732171156,-109.41798732171156,-109.41798732171156
173,242.58201267828844,1518.5820126782885,160.58201267828844
174,-22.417987321711568,1286.5820126782885,-110.41798732171156
175,32.58201267828843,1251.5820126782885,-86.41798732171156
176,-6.4179873217115695,1080.5820126782885,-158.41798732171156
177,-16.417987321711568,1250.5820126782885,-86.41798732171156
178,-34.41798732171157,1215.5820126782885,-115.41798732171156
179,334.6397777777778,609.6397777777778,509.6397777777778
180,-197.36022222222223,268.6397777777778,268.6397777777778
181,-91.36022222222222,-91.36022222222222,-271.3602222222222
182,0.6397777777777769,447.6397777777778,127.63977777777778
183,-687.3602222222222,527.6397777777778,-258.3602222222222
184,943.6397777777778,1429.6397777777777,572.6397777777778
185,-17.360222222222223,160.63977777777777,-400.3602222222222
186,89.63977777777778,377.6397777777778,38.63977777777778
187,302.6397777777778,744.6397777777778,17.639777777777777
188,-20.360222222222223,87.63977777777778,48.63977777777778
189,-277.3602222222222,488.6397777777778,488.6397777777778
190,206.63977777777777,471.6397777777778,429.6397777777778
191,-84.36022222222222,686.6397777777778,-8.360222222222223
192,-89.36022222222222,224.63977777777777,65.63977777777778
193,585.6397777777778,1436.6397777777777,279.6397777777778
194,-160.36022222222223,482.6397777777778,-148.36022222222223
195,186.63977777777777,789.6397777777778,-24.360222222222223
196,-168.36022222222223,-133.36022222222223,-179.36022222222223
197,30.639777777777777,852.6397777777778,1.639777777777777
198,2.639777777777777,400.6397777777778,-84.36022222222222
199,-98.36022222222222,650.6397777777778,650.6397777777778
200,122.63977777777778,751.6397777777778,751.6397777777778
201,389.6397777777778,999.6397777777778,223.63977777777777
202,1784.6397777777777,1954.6397777777777,1954.6397777777777
203,-255.36022222222223,270.6397777777778,-262.3602222222222
204,168.63977777777777,448.6397777777778,228.63977777777777
205,-138.36022222222223,-138.36022222222223,-437.3602222222222
206,-230.36022222222223,797.6397777777778,797.6397777777778
207,561.6397777777778,1135.6397777777777,376.6397777777778
208,-27.360222222222223,155.63977777777777,155.63977777777777
209,-201.36022222222223,637.6397777777778,-421.3602222222222
210,-152.36022222222223,189.63977777777777,-14.360222222222223
211,-311.3602222222222,190.63977777777777,-484.3602222222222
212,106.63977777777778,227.63977777777777,227.63977777777777
213,-214.36022222222223,46.63977777777778,-44.36022222222222
214,-567.3602222222222,78.63977777777778,78.63977777777778
215,-291.3602222222222,1036.6397777777777,-29.360222222222223
216,-132.36022222222223,1776.6397777777777,363.6397777777778
217,-197.36022222222223,357.6397777777778,-239.36022222222223
218,-44.36022222222222,467.6397777777778,-421.3602222222222
219,-47.36022222222222,285.6397777777778,-1.360222222222223
220,-199.36022222222223,570.6397777777778,-210.36022222222223
221,-42.36022222222222,163.63977777777777,-44.36022222222222
222,-40.36022222222222,687.6397777777778,99.63977777777778
223,74.63977777777778,276.6397777777778,29.639777777777777
224,-125.36022222222222,33.63977777777778,33.63977777777778
225,-126.36022222222222,166.63977777777777,-164.36022222222223
226,72.63977777777778,456.6397777777778,-81.36022222222222
227,-187.36022222222223,437.6397777777778,437.6397777777778
228,179.63977777777777,198.63977777777777,198.63977777777777
229,47.63977777777778,874.6397777777778,-64.36022222222222
230,-281.3602222222222,407.6397777777778,-339.3602222222222
231,-21.360222222222223,177.63977777777777,177.63977777777777
232,-146.36022222222223,594.6397777777778,-148.36022222222223
233,-11.360222222222223,541.6397777777778,67.63977777777778
234,28.639777777777777,607.6397777777778,607.6397777777778
235,9.639777777777777,289.6397777777778,289.6397777777778
236,-204.36022222222223,-150.36022222222223,-833.3602222222222
237,-438.3602222222222,184.63977777777777,184.63977777777777
238,-811.3602222222222,-145.36022222222223,-407.3602222222222
239,257.6397777777778,838.6397777777778,244.63977777777777
240,341.6397777777778,341.6397777777778,-3.360222222222223
241,-1612.3602222222223,555.6397777777778,555.6397777777778
242,-45.38005319148936,282.61994680851063,-89.38005319148937
243,48.61994680851064,700.6199468085107,-90.38005319148937
244,74.61994680851063,598.6199468085107,-52.38005319148936
245,-40.38005319148936,382.61994680851063,-329.38005319148937
246,-137.38005319148937,103.61994680851063,-67.38005319148937
247,243.61994680851063,685.6199468085107,122.61994680851063
248,-1057.3800531914894,643.6199468085107,67.61994680851063
249,-56.38005319148936,443.61994680851063,-171.38005319148937
250,-47.38005319148936,468.61994680851063,-168.38005319148937
251,14.61994680851064,559.6199468085107,-145.38005319148937
252,-30.38005319148936,435.61994680851063,-152.38005319148937
253,-28.38005319148936,435.61994680851063,-108.38005319148937
254,-9.38005319148936,147.61994680851063,147.61994680851063
255,437.5331111111111,659.5331111111111,-938.4668888888889
256,752.5331111111111,1231.533111111111,1231.533111111111
257,-732.4668888888889,-357.4668888888889,-927.4668888888889
258,-934.4668888888889,-509.4668888888889,-679.4668888888889
259,-770.4668888888889,397.5331111111111,-627.4668888888889
260,399.5331111111111,425.5331111111111,425.5331111111111
261,-41.46688888888889,645.5331111111111,645.5331111111111
262,-52.46688888888889,417.5331111111111,-417.4668888888889
263,-61.46688888888889,385.5331111111111,67.53311111111111
264,-71.46688888888889,527.5331111111111,76.53311111111111
265,38.53311111111111,282.5331111111111,97.53311111111111
266,-384.4668888888889,0.5331111111111113,-384.4668888888889
267,88.53311111111111,90.53311111111111,90.53311111111111
268,-350.4668888888889,963.5331111111111,495.5331111111111
269,197.5331111111111,353.5331111111111,79.53311111111111
270,-304.4668888888889,166.5331111111111,166.5331111111111
271,140.5331111111111,933.5331111111111,264.5331111111111
272,-190.4668888888889,161.5331111111111,-136.4668888888889
273,-16.46688888888889,334.5331111111111,334.5331111111111
274,-100.46688888888889,172.5331111111111,-182.4668888888889
275,-301.4668888888889,46.53311111111111,46.53311111111111
276,-119.46688888888889,712.5331111111111,712.5331111111111
277,-563.4668888888889,560.5331111111111,560.5331111111111
278,121.53311111111111,323.5331111111111,323.5331111111111
279,-428.4668888888889,-138.4668888888889,-513.4668888888889
280,-109.46688888888889,113.53311111111111,4.533111111111111
281,-248.4668888888889,372.5331111111111,19.53311111111111
282,-63.46688888888889,531.5331111111111,130.5331111111111
283,-217.4668888888889,806.5331111111111,-321.4668888888889
284,105.53311111111111,249.5331111111111,167.5331111111111
285,77.53311111111111,660.5331111111111,286.5331111111111
286,12.533111111111111,185.5331111111111,185.5331111111111
287,-26.46688888888889,336.5331111111111,-41.46688888888889
288,12.533111111111111,305.5331111111111,-103.46688888888889
289,-2.4668888888888887,383.5331111111111,383.5331111111111
290,-14.466888888888889,673.5331111111111,252.5331111111111
291,-128.4668888888889,203.5331111111111,203.5331111111111
292,387.5331111111111,675.5331111111111,-67.46688888888889
293,-179.4668888888889,80.53311111111111,-256.4668888888889
294,-171.4668888888889,332.5331111111111,194.5331111111111
295,192.5331111111111,192.5331111111111,113.53311111111111
296,66.53311111111111,327.5331111111111,327.5331111111111
297,184.5331111111111,449.5331111111111,-217.4668888888889
298,-213.4668888888889,95.53311111111111,-70.46688888888889
299,41.53311111111111,205.5331111111111,205.5331111111111
300,6.533111111111111,341.5331111111111,341.5331111111111
301,1.5331111111111113,292.5331111111111,292.5331111111111
302,-257.4668888888889,-132.4668888888889,-132.4668888888889
303,-356.4668888888889,52.53311111111111,-299.4668888888889
304,243.5331111111111,1088.533111111111,170.5331111111111
305,48.53311111111111,337.5331111111111,-21.46688888888889
306,-5.466888888888889,435.5331111111111,77.53311111111111
307,299.5331111111111,1267.533111111111,109.53311111111111
308,-890.4668888888889,-12.466888888888889,-344.4668888888889
309,7.533111111111111,786.5331111111111,786.5331111111111
310,-848.4668888888889,-469.4668888888889,-804.4668888888889
311,-687.4668888888889,480.5331111111111,345.5331111111111
312,-427.4668888888889,-129.4668888888889,-561.4668888888889
313,-130.4668888888889,-90.46688888888889,-90.46688888888889
314,-212.4668888888889,186.5331111111111,-214.4668888888889
315,171.5331111111111,354.5331111111111,354.5331111111111
316,307.5331111111111,830.5331111111111,607.5331111111111
317,-452.4668888888889,-284.4668888888889,-586.4668888888889
318,180.5331111111111,1127.533111111111,759.5331111111111
319,-46.46688888888889,674.5331111111111,310.5331111111111
320,296.5331111111111,617.5331111111111,442.5331111111111
321,-112.46688888888889,176.5331111111111,-184.4668888888889
322,-252.4668888888889,-99.46688888888889,-572.4668888888889
323,739.5331111111111,1274.533111111111,1274.533111111111
324,-300.4668888888889,323.5331111111111,-33.46688888888889
325,495.5331111111111,752.5331111111111,473.5331111111111
326,263.5331111111111,717.5331111111111,-154.4668888888889
327,-699.4668888888889,-82.46688888888889,-82.46688888888889
328,-446.4668888888889,691.5331111111111,238.5331111111111
329,116.53311111111111,189.5331111111111,189.5331111111111
330,-428.4668888888889,-128.4668888888889,-390.4668888888889
331,421.5331111111111,525.5331111111111,525.5331111111111
332,755.5331111111111,1536.533111111111,98.53311111111111
333,-459.4668888888889,293.5331111111111,-115.46688888888889
334,-459.4668888888889,274.5331111111111,-131.4668888888889
335,62.53311111111111,379.5331111111111,-147.4668888888889
336,-151.4668888888889,47.53311111111111,47.53311111111111
337,219.5331111111111,466.5331111111111,192.5331111111111
338,-181.4668888888889,305.5331111111111,-105.46688888888889
339,843.5331111111111,1414.533111111111,1414.533111111111
340,-182.4668888888889,765.5331111111111,765.5331111111111
341,271.5331111111111,1093.533111111111,390.5331111111111
342,353.5331111111111,1175.533111111111,341.5331111111111
343,-369.4668888888889,156.5331111111111,156.5331111111111
344,521.5331111111111,709.5331111111111,280.5331111111111
345,222.5331111111111,537.5331111111111,537.5331111111111
346,-525.4668888888889,361.5331111111111,310.5331111111111
347,-431.4668888888889,298.5331111111111,-73.46688888888889
348,587.5331111111111,657.5331111111111,657.5331111111111
349,-841.4668888888889,-157.4668888888889,-743.4668888888889
350,721.5331111111111,728.5331111111111,728.5331111111111
351,239.5331111111111,472.5331111111111,122.53311111111111
352,1019.5331111111111,1022.5331111111111,979.5331111111111
353,-431.4668888888889,-82.46688888888889,-150.4668888888889
354,-1018.4668888888889,-415.4668888888889,-415.4668888888889
355,-5.466888888888889,711.5331111111111,711.5331111111111
356,-118.46688888888889,554.5331111111111,21.53311111111111
357,-243.4668888888889,43.53311111111111,-430.4668888888889
358,-512.4668888888889,-59.46688888888889,-374.4668888888889
359,-517.4668888888889,-15.466888888888889,-152.4668888888889
360,-678.4668888888889,-424.4668888888889,-684.4668888888889
361,-374.4668888888889,446.5331111111111,-237.4668888888889
362,427.5331111111111,773.5331111111111,673.5331111111111
363,285.5331111111111,515.5331111111111,515.5331111111111
364,-655.4668888888889,987.5331111111111,987.5331111111111
365,-1034.466888888889,-405.4668888888889,-1032.466888888889
366,1210.533111111111,1710.533111111111,1710.533111111111
367,598.5331111111111,1291.533111111111,-455.4668888888889
368,-477.4668888888889,-114.46688888888889,-231.4668888888889
369,-326.4668888888889,673.5331111111111,573.5331111111111
370,88.57655555555556,735.5765555555555,735.5765555555555
371,-394.42344444444444,424.57655555555556,-33.42344444444444
372,-132.42344444444444,527.5765555555555,-527.4234444444445
373,-533.4234444444445,2652.5765555555554,2652.5765555555554
374,83.57655555555556,214.57655555555556,112.57655555555556
375,-124.42344444444444,199.57655555555556,154.57655555555556
376,-24.423444444444442,514.5765555555555,514.5765555555555
377,-223.42344444444444,60.57655555555556,-175.42344444444444
378,294.57655555555556,371.57655555555556,371.57655555555556
379,-179.42344444444444,272.57655555555556,272.57655555555556
380,-135.42344444444444,220.57655555555556,220.57655555555556
381,-108.42344444444444,306.57655555555556,306.57655555555556
382,9.576555555555556,429.57655555555556,429.57655555555556
383,-39.42344444444444,408.57655555555556,408.57655555555556
384,124.57655555555556,128.57655555555556,128.57655555555556
385,-68.42344444444444,313.57655555555556,313.57655555555556
386,-171.42344444444444,117.57655555555556,117.57655555555556
387,-109.42344444444444,265.57655555555556,265.57655555555556
388,-190.42344444444444,105.57655555555556,-30.423444444444442
389,-87.42344444444444,342.57655555555556,342.57655555555556
390,-171.42344444444444,115.57655555555556,115.57655555555556
391,-81.42344444444444,415.57655555555556,415.57655555555556
392,292.57655555555556,410.57655555555556,410.57655555555556
393,-145.42344444444444,145.57655555555556,145.57655555555556
394,-60.42344444444444,377.57655555555556,377.57655555555556
395,-69.42344444444444,385.57655555555556,385.57655555555556
396,-199.42344444444444,148.57655555555556,148.57655555555556
397,-59.42344444444444,363.57655555555556,277.57655555555556
398,-155.42344444444444,137.57655555555556,-24.423444444444442
399,-53.42344444444444,449.57655555555556,449.57655555555556
400,116.57655555555556,117.57655555555556,117.57655555555556
401,-4.423444444444444,468.57655555555556,468.57655555555556
402,-141.42344444444444,167.57655555555556,-41.42344444444444
403,-75.42344444444444,425.57655555555556,425.57655555555556
404,113.57655555555556,114.57655555555556,114.57655555555556
405,-58.42344444444444,406.57655555555556,406.57655555555556
406,-157.42344444444444,173.57655555555556,-37.42344444444444
407,52.57655555555556,414.57655555555556,414.57655555555556
408,-183.42344444444444,55.57655555555556,-169.42344444444444
409,-107.42344444444444,350.57655555555556,155.57655555555556
410,6.576555555555556,291.57655555555556,291.57655555555556
411,-135.42344444444444,370.57655555555556,370.57655555555556
412,-240.42344444444444,133.57655555555556,133.57655555555556
413,-42.42344444444444,373.57655555555556,373.57655555555556
414,-155.42344444444444,130.57655555555556,130.57655555555556
415,320.57655555555556,419.57655555555556,419.57655555555556
416,-129.42344444444444,131.57655555555556,-64.42344444444444
417,-99.42344444444444,368.57655555555556,368.57655555555556
418,-90.42344444444444,170.57655555555556,70.57655555555556
419,-48.42344444444444,548.5765555555555,548.5765555555555
420,-117.42344444444444,512.5765555555555,512.5765555555555
421,-143.42344444444444,280.57655555555556,-55.42344444444444
422,33.95665499124343,177.95665499124343,155.95665499124343
423,25.956654991243433,185.95665499124343,185.95665499124343
424,85.95665499124343,216.95665499124343,-49.04334500875657
425,-109.04334500875657,181.95665499124343,-190.04334500875657
426,-127.08877777777778,165.91122222222222,-214.08877777777778
427,-73.08877777777778,348.91122222222225,348.91122222222225
428,34.91122222222222,302.91122222222225,56.91122222222222
429,-69.08877777777778,278.91122222222225,278.91122222222225
430,-19.08877777777778,341.91122222222225,47.91122222222222
431,-141.08877777777778,213.91122222222222,-153.08877777777778
432,-112.08877777777778,289.91122222222225,-16.08877777777778
433,23.91122222222222,220.91122222222222,220.91122222222222
434,20.91122222222222,219.91122222222222,219.91122222222222
435,-42.08877777777778,275.91122222222225,100.91122222222222
436,-67.08877777777778,219.91122222222222,127.91122222222222
437,-39.08877777777778,344.91122222222225,-148.08877777777778
438,-39.08877777777778,275.91122222222225,96.91122222222222
439,-115.08877777777778,199.91122222222222,199.91122222222222
440,232.91122222222222,435.91122222222225,435.91122222222225
441,6.9112222222222215,252.91122222222222,252.91122222222222
442,43.91122222222222,369.91122222222225,125.91122222222222
443,-125.08877777777778,180.91122222222222,-168.08877777777778
444,37.91122222222222,92.91122222222222,92.91122222222222
445,2.9112222222222215,141.91122222222222,141.91122222222222
446,60.91122222222222,244.91122222222222,43.91122222222222
447,-81.08877777777778,99.91122222222222,-12.088777777777779
448,-26.08877777777778,250.91122222222222,-55.08877777777778
449,45.91122222222222,287.91122222222225,287.91122222222225
450,-129.08877777777778,61.91122222222222,60.91122222222222
451,-62.08877777777778,192.91122222222222,31.91122222222222
452,-118.08877777777778,174.91122222222222,52.91122222222222
453,-103.08877777777778,267.91122222222225,267.91122222222225
454,-89.08877777777778,74.91122222222222,74.91122222222222
455,162.91122222222222,410.91122222222225,410.91122222222225
456,-46.08877777777778,275.91122222222225,275.91122222222225
457,-175.08877777777778,160.91122222222222,-106.08877777777778
458,-100.08877777777778,181.91122222222222,181.91122222222222
459,-21.08877777777778,238.91122222222222,-19.08877777777778
460,-27.794434910517282,94.20556508948272,94.20556508948272
461,1464.2055650894827,1464.2055650894827,31.205565089482718
462,-3855.7944349105173,2672.2055650894827,-3915.7944349105173
463,-967.7944349105173,2673.2055650894827,-3295.7944349105173
464,-4096.794434910517,-2913.7944349105173,-2913.7944349105173
465,-62.79443491051728,1392.2055650894827,1191.2055650894827
466,1204.2055650894827,2308.2055650894827,1740.2055650894827
467,-700.7944349105173,-372.7944349105173,-372.7944349105173
468,-448.7944349105173,448.2055650894827,-365.7944349105173
469,-1431.7944349105173,945.2055650894827,148.20556508948272
470,78.20556508948272,663.2055650894827,-520.7944349105173
471,596.2055650894827,972.2055650894827,972.2055650894827
472,22.205565089482718,435.2055650894827,-2028.7944349105173
473,-2028.7944349105173,-783.7944349105173,-783.7944349105173
474,561.2055650894827,579.2055650894827,579.2055650894827
475,215.20556508948272,1285.2055650894827,1202.2055650894827
476,-2332.7944349105173,2565.2055650894827,-4955.794434910517
477,-2581.7944349105173,5200.205565089483,415.2055650894827
478,516.2055650894827,1515.2055650894827,-635.7944349105173
479,-1160.7944349105173,405.2055650894827,405.2055650894827
480,-426.7944349105173,-213.79443491051728,-213.79443491051728
481,130.20556508948272,1270.2055650894827,308.2055650894827
482,99.20556508948272,768.2055650894827,200.20556508948272
483,-347.7944349105173,429.2055650894827,-486.7944349105173
484,-269.7944349105173,156.20556508948272,155.20556508948272
485,8.205565089482716,872.2055650894827,85.20556508948272
486,240.20556508948272,1023.2055650894827,290.2055650894827
487,-478.7944349105173,56.20556508948272,56.20556508948272
488,4.205565089482716,570.2055650894827,-108.79443491051728
489,-82.79443491051728,344.2055650894827,344.2055650894827
490,-231.79443491051728,1268.2055650894827,432.2055650894827
491,-88.79443491051728,571.2055650894827,571.2055650894827
492,-1105.7944349105173,451.2055650894827,265.2055650894827
493,72.20556508948272,213.20556508948272,213.20556508948272
494,-210.79443491051728,656.2055650894827,-9.794434910517284
495,-62.79443491051728,679.2055650894827,-46.79443491051728
496,-178.79443491051728,726.2055650894827,-53.79443491051728
497,-24.794434910517282,553.2055650894827,-321.7944349105173
498,-228.79443491051728,635.2055650894827,-198.79443491051728
499,-142.79443491051728,746.2055650894827,-13.794434910517284
500,-562.7944349105173,594.2055650894827,-116.79443491051728
501,-32.79443491051728,667.2055650894827,-134.79443491051728
502,59.20556508948272,167.20556508948272,167.20556508948272
503,-93.79443491051728,499.2055650894827,-75.79443491051728
504,150.20556508948272,155.20556508948272,155.20556508948272
505,-53.79443491051728,596.2055650894827,-76.79443491051728
506,-105.79443491051728,564.2055650894827,-115.79443491051728
507,31.205565089482718,749.2055650894827,-16.794434910517282
508,41.20556508948272,882.2055650894827,160.20556508948272
509,-245.79443491051728,-20.794434910517282,-3484.7944349105173
510,39.271,204.27100000000002,204.27100000000002
511,-210.72899999999998,186.27100000000002,-227.72899999999998
512,100.271,349.271,190.27100000000002
513,60.271,215.27100000000002,215.27100000000002
514,-333.729,25.271,-256.729
515,-68.729,348.271,348.271
516,302.271,303.271,303.271
517,32.271,61.271,61.271
518,-180.72899999999998,23.271,23.271
519,-181.72899999999998,153.27100000000002,-16.729
520,-276.729,-35.729,-323.729
521,-133.72899999999998,3.271000000000001,-137.72899999999998
522,7.271000000000001,309.271,-12.729
523,-49.729,212.27100000000002,212.27100000000002
524,197.27100000000002,329.271,200.27100000000002
525,-145.72899999999998,178.27100000000002,-135.72899999999998
526,-174.72899999999998,136.27100000000002,136.27100000000002
527,-169.72899999999998,363.271,2.271000000000001
528,-18.729,359.271,47.271
529,-527.729,415.271,85.271
530,16.271,522.271,194.27100000000002
531,146.27100000000002,286.271,286.271
532,-115.729,112.271,112.271
